uniprotswissprot	uniprotsptrembl	wormbase_gene
	Q86S44	WBGene00019817
	Q7KPV8	WBGene00019818
	O44503	WBGene00019819
	U4PFH6	WBGene00019819
O44502		WBGene00019820
	O44499	WBGene00019821
	U4PCA7	WBGene00019821
	O44500	WBGene00019822
	U4PCN0	WBGene00019822
	U4PN35	WBGene00019822
	O44501	WBGene00019823
	O44505	WBGene00019824
	Q9TZZ9	WBGene00019825
	Q2L6X3	WBGene00019826
	Q21643	WBGene00019827
	Q7Z2A5	WBGene00019827
	Q21641	WBGene00019828
	Q21640	WBGene00019829
Q21642		WBGene00019830
	H2KZJ2	WBGene00019831
	H2KZJ3	WBGene00019831
	Q8IFZ9	WBGene00019831
	Q8IFZ8	WBGene00019831
Q21653		WBGene00019832
	Q21650	WBGene00019833
	Q21648	WBGene00019834
	Q21647	WBGene00019835
	Q21649	WBGene00019836
	Q21652	WBGene00019837
	Q95QC2	WBGene00019838
	O16364	WBGene00019839
	O16363	WBGene00019840
	H2KZ89	WBGene00019841
	Q5ZR77	WBGene00019841
	O16366	WBGene00019842
	Q21662	WBGene00019843
	Q58QG8	WBGene00019844
	Q45EK3	WBGene00019844
	Q58G79	WBGene00019844
	H2L0C4	WBGene00019844
	Q21667	WBGene00019845
	A8WFK6	WBGene00019846
	A8WFK7	WBGene00019846
	Q8MQ01	WBGene00019847
	H2KZF7	WBGene00019847
	Q21687	WBGene00019849
	Q21686	WBGene00019850
	Q21688	WBGene00019851
	Q9GYL7	WBGene00019854
	Q9GYM4	WBGene00019855
	Q9GYM2	WBGene00019856
	Q9GYM0	WBGene00019857
	Q9GYL9	WBGene00019858
	Q9GYL8	WBGene00019859
	Q21695	WBGene00019861
Q21691		WBGene00019862
	Q21692	WBGene00019863
	Q86DC2	WBGene00019864
	Q95QB9	WBGene00019865
	Q21696	WBGene00019866
Q21697		WBGene00019867
	Q21698	WBGene00019868
Q9GYL2		WBGene00019869
	Q9GYL5	WBGene00019870
	Q9GYL4	WBGene00019871
	Q86DC5	WBGene00019871
	Q9GYL3	WBGene00019872
	Q9TYQ0	WBGene00019873
	Q9TYQ1	WBGene00019874
	Q9TYP9	WBGene00019875
P34535		WBGene00019877
P34536		WBGene00019878
P34538		WBGene00019879
P34539		WBGene00019880
P34541		WBGene00019881
P34542		WBGene00019882
P34544		WBGene00019883
P34534		WBGene00019884
	U4PQV7	WBGene00019884
	Q9N5G4	WBGene00019885
	Q9N5G2	WBGene00019886
	Q9N5F7	WBGene00019887
	Q21748	WBGene00019888
	Q21747	WBGene00019888
	Q86NF2	WBGene00019888
	Q7JP41	WBGene00019888
	Q21742	WBGene00019890
	Q21741	WBGene00019891
	Q21745	WBGene00019892
	Q21746	WBGene00019893
	Q21749	WBGene00019894
	Q21750	WBGene00019895
	Q21760	WBGene00019896
Q21755		WBGene00019898
	Q21753	WBGene00019899
Q21752		WBGene00019900
	Q21756	WBGene00019901
	Q21758	WBGene00019902
	W6RY82	WBGene00019902
	W6RS10	WBGene00019902
	W6RTN2	WBGene00019902
	W6SBJ9	WBGene00019902
	Q966H0	WBGene00019903
	Q966H2	WBGene00019904
	Q65XY3	WBGene00019904
	Q966H1	WBGene00019905
	Q965Y7	WBGene00019906
	Q21761	WBGene00019907
	Q8IFZ7	WBGene00019908
	O44746	WBGene00019909
	A0A2C9C2P6	WBGene00019909
	O44747	WBGene00019911
	O44874	WBGene00019913
	O44871	WBGene00019914
	O44873	WBGene00019915
	Q8IA65	WBGene00019916
	O16778	WBGene00019917
	A0A0S4XR78	WBGene00019918
	A0A0S4XRR6	WBGene00019918
	O16776	WBGene00019919
	O16775	WBGene00019920
	O16774	WBGene00019921
	O16771	WBGene00019922
	A3KFD9	WBGene00019923
	O16768	WBGene00019924
	O16767	WBGene00019925
	O16766	WBGene00019926
	A0A0S4XRK9	WBGene00019927
	A0A0S4XR25	WBGene00019927
	O16770	WBGene00019928
	O16772	WBGene00019929
	O44525	WBGene00019931
	O44523	WBGene00019933
	H2KZC1	WBGene00019935
	Q5WRT5	WBGene00019935
	Q21817	WBGene00019937
	Q21816	WBGene00019938
	Q09611	WBGene00019939
	Q5WRT8	WBGene00019940
	Q5WRT9	WBGene00019940
Q09422		WBGene00019941
Q09424		WBGene00019943
	Q09387	WBGene00019944
	Q21845	WBGene00019945
H2L0H3		WBGene00019946
Q27511		WBGene00019947
	Q21841	WBGene00019948
	U4PS64	WBGene00019949
	U4PFB3	WBGene00019949
	Q21837	WBGene00019950
	Q21840	WBGene00019951
	Q21842	WBGene00019952
	Q21843	WBGene00019953
H2L0H5		WBGene00019953
	H2L0H6	WBGene00019953
	U4PC40	WBGene00019953
	U4PCH6	WBGene00019953
	Q21846	WBGene00019954
Q9GQ60		WBGene00019955
	U4PMW9	WBGene00019955
	U4PS70	WBGene00019955
	Q86MH2	WBGene00019956
	Q21850	WBGene00019957
	Q7Z1P7	WBGene00019957
	H2L007	WBGene00019959
	Q7JP60	WBGene00019959
	Q5WRS1	WBGene00019960
	H2L008	WBGene00019960
	O01594	WBGene00019961
	A0A160RLV5	WBGene00019961
O01592		WBGene00019962
	O01593	WBGene00019963
	O01595	WBGene00019964
	O01893	WBGene00019965
	A0A168H9S8	WBGene00019965
	O01890	WBGene00019966
	O02641	WBGene00019967
	O01889	WBGene00019968
	O01892	WBGene00019970
O61931		WBGene00019971
	A0A0K3AY23	WBGene00019971
	A0A0K3ASS5	WBGene00019971
	A0A0K3AV28	WBGene00019971
	A0A0K3AS98	WBGene00019972
	A0A0K3AVT4	WBGene00019972
	A0A0K3AY27	WBGene00019972
	O61933	WBGene00019973
	Q95X32	WBGene00019975
	A0A0K3AST3	WBGene00019975
	O44607	WBGene00019977
	O44608	WBGene00019978
O44616		WBGene00019979
	O44609	WBGene00019980
	A0A0K3AV31	WBGene00019980
	Q5F4U9	WBGene00019981
	O16260	WBGene00019982
O16259		WBGene00019983
	Q23030	WBGene00019986
	Q23026	WBGene00019987
	Q23028	WBGene00019988
	Q23031	WBGene00019989
	Q9U390	WBGene00019991
	P91403	WBGene00019992
	P91404	WBGene00019993
	Q5F4W0	WBGene00019994
	O01910	WBGene00019995
	O01911	WBGene00019996
	O01913	WBGene00019997
Q10043		WBGene00019998
Q09344		WBGene00019999
	Q9TYX4	WBGene00020003
	Q9TYX7	WBGene00020004
	Q9TYX6	WBGene00020006
Q21944		WBGene00020007
	H2L0J7	WBGene00020008
	Q7JPB1	WBGene00020008
	Q21941	WBGene00020009
	Q21948	WBGene00020010
	Q2L6W8	WBGene00020011
	Q8MPZ6	WBGene00020012
	H2KYE1	WBGene00020012
	Q7Z1P9	WBGene00020012
	Q7Z1P8	WBGene00020012
	O16949	WBGene00020014
	O16954	WBGene00020015
	O16956	WBGene00020016
	O16701	WBGene00020017
	A0A0K3ASA6	WBGene00020017
	Q21954	WBGene00020018
	Q21953	WBGene00020019
P45898		WBGene00020020
	Q8MPZ4	WBGene00020021
	Q21962	WBGene00020022
	Q86LS6	WBGene00020022
	Q21957	WBGene00020023
	Q21958	WBGene00020024
	Q21959	WBGene00020025
	Q21960	WBGene00020026
	Q2L6Y3	WBGene00020026
	Q21963	WBGene00020027
	Q21956	WBGene00020029
	H2L0B6	WBGene00020029
	O61795	WBGene00020030
	O61794	WBGene00020031
	O61783	WBGene00020032
	O61784	WBGene00020033
	O61785	WBGene00020034
O61789		WBGene00020035
O61790		WBGene00020036
	O61791	WBGene00020037
	O61793	WBGene00020038
	O61782	WBGene00020039
	O61781	WBGene00020040
	D0VWL9	WBGene00020041
	Q21975	WBGene00020042
	Q95ZQ7	WBGene00020043
	Q21978	WBGene00020045
	Q7YXH3	WBGene00020046
	Q95Y92	WBGene00020047
	Q95Y94	WBGene00020048
	Q95Y93	WBGene00020049
	Q95Y91	WBGene00020050
	Q95Y88	WBGene00020051
	Q95Y87	WBGene00020052
	Q95Y86	WBGene00020053
	A0A0K3AU53	WBGene00020053
	Q966G4	WBGene00020054
	Q966G5	WBGene00020055
	O17016	WBGene00020056
	F0IWT0	WBGene00020057
	F0IWS9	WBGene00020058
	A0A0K3AVU3	WBGene00020058
	A0A0K3AY35	WBGene00020058
	O17010	WBGene00020060
	A0A0K3ASU2	WBGene00020060
	O17013	WBGene00020062
	Q965M0	WBGene00020063
	Q95QB8	WBGene00020064
	Q21981	WBGene00020066
Q21984		WBGene00020067
Q21986		WBGene00020068
	Q3S1L8	WBGene00020069
	H2KYF9	WBGene00020069
	Q3S1L7	WBGene00020069
	V6CK32	WBGene00020069
	V6CLH6	WBGene00020069
	Q966G0	WBGene00020070
	Q966G2	WBGene00020071
	Q966G1	WBGene00020072
	O17297	WBGene00020073
	O17289	WBGene00020076
	O17290	WBGene00020077
	O17291	WBGene00020078
	F3NWW4	WBGene00020080
P91406		WBGene00020082
	G8JYE4	WBGene00020082
	P91405	WBGene00020083
	Q21897	WBGene00020084
	Q23033	WBGene00020086
	O61710	WBGene00020088
	O61709	WBGene00020089
	O61706	WBGene00020090
	H1ZUX5	WBGene00020090
	O61711	WBGene00020091
	V6CLS0	WBGene00020091
Q09345		WBGene00020092
	Q8IFZ4	WBGene00020092
	H2KZ21	WBGene00020093
	F5GU47	WBGene00020093
	H2KZ22	WBGene00020094
	Q8WT46	WBGene00020094
Q09346		WBGene00020095
Q10000		WBGene00020096
D5MCN2		WBGene00020097
	Q9BI75	WBGene00020098
	Q95QB7	WBGene00020099
	O17269	WBGene00020100
	H2KZA7	WBGene00020100
	O17268	WBGene00020101
	H2KZA5	WBGene00020102
	Q8ITY8	WBGene00020102
	H2KZA9	WBGene00020103
	H2KZA8	WBGene00020103
	H2KZA6	WBGene00020104
	Q8ITY9	WBGene00020104
	O17270	WBGene00020105
	A0A0K3ARA3	WBGene00020106
	A0A0K3AUV8	WBGene00020106
	A0A0K3AX69	WBGene00020106
	A0A0K3ARV6	WBGene00020106
	Q21994	WBGene00020107
	Q9BI73	WBGene00020107
	Q95QB6	WBGene00020107
	Q6AHR3	WBGene00020107
Q21997		WBGene00020109
	Q2L6Y6	WBGene00020110
	H2L001	WBGene00020110
	Q21999	WBGene00020111
Q21993		WBGene00020112
	G5EG26	WBGene00020113
Q22000		WBGene00020114
	Q2V4U0	WBGene00020114
	S6FCW6	WBGene00020114
O01925		WBGene00020115
	C3JXD8	WBGene00020116
	O01923	WBGene00020117
	O01922	WBGene00020118
	Q9TZD1	WBGene00020119
	Q9TZD5	WBGene00020120
	Q9TZD4	WBGene00020121
	Q9TZD3	WBGene00020122
	H8W3Y4	WBGene00020122
	Q9TZD2	WBGene00020123
	Q22008	WBGene00020125
Q8MPY9		WBGene00020126
	Q9N5F4	WBGene00020127
	Q9N5F6	WBGene00020128
	Q9N5F5	WBGene00020129
	Q22040	WBGene00020130
Q86GV3		WBGene00020131
	F5GU62	WBGene00020134
	H2L0K0	WBGene00020135
	Q8MPT4	WBGene00020135
	Q95ZK8	WBGene00020136
	O02152	WBGene00020137
	P91407	WBGene00020138
P91408		WBGene00020139
	G5EFU2	WBGene00020140
	Q94298	WBGene00020141
Q95ZQ4		WBGene00020142
	Q22065	WBGene00020143
	Q22064	WBGene00020144
Q22067		WBGene00020146
	P91415	WBGene00020148
P91416		WBGene00020149
	A0A0K3AU20	WBGene00020149
	P91418	WBGene00020150
	A0A0K3AR48	WBGene00020150
	O16969	WBGene00020151
	O16965	WBGene00020152
	H2L0I0	WBGene00020153
	B1GRK7	WBGene00020153
	O16971	WBGene00020154
	H2L0C8	WBGene00020155
	O16973	WBGene00020156
	O16976	WBGene00020157
	Q22095	WBGene00020158
	H2L0K1	WBGene00020158
	Q22096	WBGene00020160
	A7LPD6	WBGene00020160
	Q22107	WBGene00020163
	Q22101	WBGene00020166
	Q22109	WBGene00020168
Q22111		WBGene00020169
	Q8WQD4	WBGene00020170
	A9D0C3	WBGene00020171
	A9D0C6	WBGene00020171
	A0A0M9JJ62	WBGene00020171
	Q9N5E3	WBGene00020172
	Q9N5E5	WBGene00020173
	Q9N5E6	WBGene00020174
	Q9N5E7	WBGene00020175
	Q9N5E8	WBGene00020176
	Q9N5E9	WBGene00020177
	Q9N5F0	WBGene00020178
	Q9N5F2	WBGene00020179
	Q9N5F1	WBGene00020180
	Q9N5E4	WBGene00020181
	O16988	WBGene00020182
	O16979	WBGene00020183
P91430		WBGene00020184
P91427		WBGene00020185
P91420		WBGene00020187
	H2KZD7	WBGene00020188
	Q95Q44	WBGene00020188
P91424		WBGene00020189
	P91425	WBGene00020190
	A5HU98	WBGene00020190
	P91429	WBGene00020191
	P91423	WBGene00020192
	Q8I7G0	WBGene00020193
	Q22128	WBGene00020194
	Q22129	WBGene00020195
Q22122		WBGene00020196
	Q22120	WBGene00020197
	Q22123	WBGene00020199
	Q8MPY3	WBGene00020200
	Q8MPY2	WBGene00020200
	Q22131	WBGene00020201
	C8JQP4	WBGene00020202
	H2L0K2	WBGene00020202
	O44849	WBGene00020203
	O44847	WBGene00020205
	A0A0M7RDW0	WBGene00020205
	O44846	WBGene00020207
	Q6A583	WBGene00020207
	A0A0K3AX20	WBGene00020207
	H2L0I8	WBGene00020208
	H2L0I9	WBGene00020208
	Q4A572	WBGene00020208
	H2KZV6	WBGene00020209
	H2KZV7	WBGene00020209
	Q8MPT2	WBGene00020209
	Q9GP91	WBGene00020210
	Q9GP92	WBGene00020211
	O61844	WBGene00020212
	Q22173	WBGene00020214
	A0A168HBV3	WBGene00020214
	Q22171	WBGene00020215
Q22169		WBGene00020216
	Q22172	WBGene00020217
	Q9TXQ6	WBGene00020218
	Q22207	WBGene00020219
	Q22205	WBGene00020220
	Q22206	WBGene00020221
G5EEE1		WBGene00020222
	Q22203	WBGene00020223
	Q22208	WBGene00020224
	Q22209	WBGene00020225
	O44860	WBGene00020227
	O44859	WBGene00020228
	O44858	WBGene00020229
O44857		WBGene00020230
	O44856	WBGene00020231
	O44855	WBGene00020232
	Q965K7	WBGene00020233
	Q9GYK8	WBGene00020234
	H2L0J8	WBGene00020235
	O16426	WBGene00020236
	O16424	WBGene00020237
	O16417	WBGene00020239
	O16418	WBGene00020240
	O16419	WBGene00020241
	O16420	WBGene00020242
	O16421	WBGene00020243
	O16422	WBGene00020244
	Q22212	WBGene00020245
	P90961	WBGene00020246
	Q22213	WBGene00020247
	Q22217	WBGene00020248
		WBGene00020249
	Q22218	WBGene00020249
	Q22219	WBGene00020250
	H2KY84	WBGene00020251
	H2KY85	WBGene00020251
	Q629J3	WBGene00020251
	Q22220	WBGene00020252
	O16302	WBGene00020254
	H2KZ05	WBGene00020256
	A6PVA4	WBGene00020256
	O01862	WBGene00020258
	O01858	WBGene00020259
	O01859	WBGene00020260
	O01861	WBGene00020261
	O01596	WBGene00020262
	O01598	WBGene00020263
	O16526	WBGene00020264
	O16525	WBGene00020265
	O16524	WBGene00020266
	O16522	WBGene00020267
	O16521	WBGene00020268
O16520		WBGene00020269
	O16512	WBGene00020270
	O16515	WBGene00020273
	O16516	WBGene00020274
	O16517	WBGene00020275
	H2L087	WBGene00020276
	H2L088	WBGene00020276
	Q2Z1P0	WBGene00020276
	O61930	WBGene00020277
	G5EGB6	WBGene00020279
	A0A0K3ASU6	WBGene00020279
	A0A0K3AV45	WBGene00020279
	O61929	WBGene00020280
	Q9TZH1	WBGene00020281
	H2L0K5	WBGene00020281
	G5ECI4	WBGene00020282
	Q6A577	WBGene00020283
	Q6A576	WBGene00020283
	G5ED26	WBGene00020284
	H2KAP9	WBGene00020284
	H2KAQ0	WBGene00020284
	E4UEB6	WBGene00020285
	A3QMD6	WBGene00020286
	A0A0K3ARJ4	WBGene00020286
	A0A0K3AV29	WBGene00020286
	A3QMD7	WBGene00020287
	A0A0K3AXE0	WBGene00020287
	Q22246	WBGene00020288
	Q22243	WBGene00020289
	O16649	WBGene00020290
	A7DT37	WBGene00020290
	O16650	WBGene00020291
	O16651	WBGene00020292
	O16652	WBGene00020293
	H2L0J0	WBGene00020294
	Q95ZP6	WBGene00020294
O44410		WBGene00020296
O44411		WBGene00020297
	O44412	WBGene00020298
	H2L0K6	WBGene00020299
	Q95X71	WBGene00020300
	Q5F4U5	WBGene00020300
	Q22302	WBGene00020301
	Q22303	WBGene00020302
	O16726	WBGene00020305
	O16723	WBGene00020307
	A0A0S4XRC0	WBGene00020307
	O16725	WBGene00020311
	H2L0J4	WBGene00020311
	Q22313	WBGene00020313
	Q22312	WBGene00020314
	Q22310	WBGene00020315
	Q8IFZ1	WBGene00020315
G5EG86		WBGene00020316
	G8JYC6	WBGene00020317
	G5EEV3	WBGene00020317
	P91440	WBGene00020318
	P91439	WBGene00020319
	P91437	WBGene00020320
	Q22323	WBGene00020321
	Q22322	WBGene00020322
	Q22321	WBGene00020323
		WBGene00020324
	O76610	WBGene00020325
	D6VPA0	WBGene00020326
	O76608	WBGene00020327
	O76609	WBGene00020328
	O76611	WBGene00020329
	H2L0K7	WBGene00020330
	Q8T3D3	WBGene00020330
O61898		WBGene00020333
	Q22342	WBGene00020334
	Q22341	WBGene00020335
	Q8MPX6	WBGene00020339
	H2KYJ2	WBGene00020339
	O44557	WBGene00020340
	A0A0K3AVV4	WBGene00020340
	A0A0K3AY44	WBGene00020340
	G5EGD7	WBGene00020341
	O44559	WBGene00020342
	O44560	WBGene00020343
	Q9GYS5	WBGene00020345
	Q9GYS7	WBGene00020346
	Q9BIC2	WBGene00020346
	Q8T8N7	WBGene00020346
	Q8MNW1	WBGene00020346
	Q86NK1	WBGene00020346
	Q86NK0	WBGene00020346
	Q86NJ9	WBGene00020346
	Q9GYT0	WBGene00020347
	Q9BIC3	WBGene00020347
	Q8T8N8	WBGene00020347
Q9GYS9		WBGene00020348
	Q9GYS6	WBGene00020349
	Q9GYS3	WBGene00020350
	O44531	WBGene00020351
	O44527	WBGene00020353
	O44530	WBGene00020354
	Q86MH6	WBGene00020356
	O76644	WBGene00020357
	O76642	WBGene00020358
	O76641	WBGene00020359
	O76640	WBGene00020360
	O76639	WBGene00020361
	O76637	WBGene00020362
	O76638	WBGene00020363
	O76643	WBGene00020364
	Q22346	WBGene00020365
Q22347		WBGene00020366
	Q22355	WBGene00020368
	Q22352	WBGene00020369
	Q22349	WBGene00020370
	A0A1C3NSN2	WBGene00020370
	O61221	WBGene00020372
	H2KYJ6	WBGene00020373
	Q8MXH3	WBGene00020374
O02164		WBGene00020375
	O02163	WBGene00020376
	O02160	WBGene00020377
	H1ZUX2	WBGene00020377
	O02159	WBGene00020378
	O02155	WBGene00020379
	Q86NC3	WBGene00020379
	O02156	WBGene00020380
	O02157	WBGene00020381
	O02158	WBGene00020382
O02161		WBGene00020383
	Q23036	WBGene00020384
	Q23038	WBGene00020385
	O61935	WBGene00020386
	O76407	WBGene00020389
	A0A0K3AV49	WBGene00020389
	A0A0K3ASB6	WBGene00020390
	A0A0K3AVV8	WBGene00020390
	A0A0K3AY51	WBGene00020390
	A0A0K3ASV9	WBGene00020390
	Q9TZS5	WBGene00020391
	Q86S29	WBGene00020391
	O76406	WBGene00020392
	O76409	WBGene00020393
	A0A0K3AV53	WBGene00020393
	O76410	WBGene00020394
	Q86S30	WBGene00020396
	A0A0K3ASV3	WBGene00020396
Q9TZH6		WBGene00020397
Q9TZI1		WBGene00020398
	Q9TZI2	WBGene00020399
	Q9TZI0	WBGene00020400
	Q9TZH9	WBGene00020401
	Q9TZH8	WBGene00020402
H2KZ49		WBGene00020403
	Q9TZH5	WBGene00020404
	H2KZ50	WBGene00020404
	Q1ENI7	WBGene00020406
	Q9TZF2	WBGene00020407
	Q9TZF5	WBGene00020408
	H2L0L1	WBGene00020408
	Q9TZF6	WBGene00020409
	Q9TZE7	WBGene00020410
	O01606	WBGene00020411
	O01605	WBGene00020412
	O01603	WBGene00020413
	O01600	WBGene00020414
	O01599	WBGene00020415
	O01601	WBGene00020416
	Q86NC2	WBGene00020417
	O01604	WBGene00020418
	O01607	WBGene00020419
	A0A0K3AQR2	WBGene00020419
	Q22377	WBGene00020420
	Q22378	WBGene00020421
	Q10050	WBGene00020422
Q10051		WBGene00020423
	O76412	WBGene00020424
	O76413	WBGene00020425
	P91442	WBGene00020426
	P91441	WBGene00020427
	Q9U8C5	WBGene00020428
	Q9U8C9	WBGene00020430
	H2L0F3	WBGene00020431
	B3CJ44	WBGene00020431
	B3CJ42	WBGene00020432
	O44194	WBGene00020433
	O44192	WBGene00020435
	Q22419	WBGene00020436
P46975		WBGene00020437
	Q22415	WBGene00020438
	Q22414	WBGene00020439
	Q22416	WBGene00020440
	Q22417	WBGene00020441
	Q22418	WBGene00020442
	O76835	WBGene00020443
	H2KYW6	WBGene00020443
	Q9UAX0	WBGene00020444
	Q9UAW9	WBGene00020445
	Q9UAW8	WBGene00020446
	Q9UAX1	WBGene00020447
	W6RY92	WBGene00020447
	Q9TZ19	WBGene00020448
	Q9TZ21	WBGene00020449
	Q9TZ22	WBGene00020450
	Q9TZ23	WBGene00020451
	Q9TZ28	WBGene00020452
	Q2WF55	WBGene00020453
	A0A163VTZ6	WBGene00020453
	Q9TZ29	WBGene00020454
	Q9TZ27	WBGene00020455
	Q9TZ26	WBGene00020456
	Q9TZ24	WBGene00020457
	Q9TZ25	WBGene00020459
	Q95QB3	WBGene00020460
	H2L0L4	WBGene00020461
	A9Z1K4	WBGene00020461
	H2L0L5	WBGene00020461
Q22431		WBGene00020462
	Q22430	WBGene00020463
	Q22429	WBGene00020464
	A5A631	WBGene00020465
	O44761	WBGene00020466
	O44759	WBGene00020467
	Q22449	WBGene00020468
	Q22441	WBGene00020469
	O17373	WBGene00020471
	O17375	WBGene00020472
	O17376	WBGene00020473
	O17377	WBGene00020474
	H2KYJ0	WBGene00020475
	A9D649	WBGene00020475
	Q965L2	WBGene00020476
	Q6AHP7	WBGene00020478
	Q7JP78	WBGene00020479
	Q22453	WBGene00020480
	H2KZX4	WBGene00020481
	Q7JP80	WBGene00020481
	Q7JP79	WBGene00020482
	E5QCE3	WBGene00020483
	Q22457	WBGene00020484
	Q22459	WBGene00020485
	Q22461	WBGene00020486
	Q8T3C9	WBGene00020487
	Q966F5	WBGene00020488
	Q966F7	WBGene00020489
D3KZG3		WBGene00020490
	Q966F6	WBGene00020491
	Q966F4	WBGene00020492
	Q966F2	WBGene00020494
	H2KYH3	WBGene00020496
	Q22463	WBGene00020496
	G4RWE9	WBGene00020497
	Q22473	WBGene00020497
	W6RTJ0	WBGene00020497
	Q22484	WBGene00020498
	Q22483	WBGene00020499
	Q22482	WBGene00020500
	Q22478	WBGene00020501
	Q22480	WBGene00020502
	A0A0K3ARQ4	WBGene00020502
	A0A0K3AU23	WBGene00020502
	Q22481	WBGene00020503
H2KZU7		WBGene00020504
	Q22488	WBGene00020505
Q6RYS9		WBGene00020506
Q22494		WBGene00020507
	Q22493	WBGene00020508
Q22492		WBGene00020509
	Q22506	WBGene00020510
Q22505		WBGene00020511
	Q22512	WBGene00020515
	Q5ZR75	WBGene00020516
O17040		WBGene00020517
	O17031	WBGene00020520
	A0A131MBP5	WBGene00020523
	A0A131MBW3	WBGene00020523
	O17030	WBGene00020524
	O17034	WBGene00020525
	O17037	WBGene00020526
	O17039	WBGene00020527
	O17041	WBGene00020528
	G5ECY7	WBGene00020530
	G4SJU0	WBGene00020530
	Q22518	WBGene00020531
	Q2PJ79	WBGene00020532
	H2KZM5	WBGene00020532
	P91451	WBGene00020533
	P91446	WBGene00020534
	P91444	WBGene00020535
	P91445	WBGene00020536
	P91449	WBGene00020537
	Q22526	WBGene00020539
	Q3V5H4	WBGene00020540
	O76691	WBGene00020541
	O76692	WBGene00020542
	O76693	WBGene00020543
	O76694	WBGene00020544
	O76697	WBGene00020546
	Q8MXF8	WBGene00020548
P46548		WBGene00020549
	Q95ZN7	WBGene00020549
	Q22537	WBGene00020550
	Q22539	WBGene00020551
	Q22554	WBGene00020553
	Q22552	WBGene00020554
	H2L0A2	WBGene00020554
	Q9UB40	WBGene00020555
	A0A131MCX9	WBGene00020555
P83388		WBGene00020556
P91455		WBGene00020557
	P91453	WBGene00020558
Q22566		WBGene00020559
Q10008		WBGene00020560
Q10009		WBGene00020561
Q10010		WBGene00020562
Q10011		WBGene00020563
Q10012		WBGene00020564
	Q95QA1	WBGene00020565
	Q7YZH4	WBGene00020566
	Q22580	WBGene00020567
	Q22581	WBGene00020568
	Q22588	WBGene00020569
	B1Q244	WBGene00020571
	Q22585	WBGene00020572
	Q22586	WBGene00020573
	Q22587	WBGene00020574
	Q9N4P5	WBGene00020575
	Q22579	WBGene00020576
	A0A2C9C327	WBGene00020576
	A0A2C9C3B5	WBGene00020576
	A0A2C9C355	WBGene00020576
	H2L077	WBGene00020577
	Q86ND3	WBGene00020577
	H2L078	WBGene00020577
	Q22577	WBGene00020578
	O76836	WBGene00020579
	Q2V4T0	WBGene00020579
	Q22573	WBGene00020580
	Q22574	WBGene00020581
	Q22575	WBGene00020582
	O76837	WBGene00020583
	O76838	WBGene00020584
	Q22591	WBGene00020585
	G5EGC5	WBGene00020586
	G5EEB1	WBGene00020586
	A0A2C9C3N0	WBGene00020586
	O01617	WBGene00020587
	H2KZ88	WBGene00020587
O01615		WBGene00020588
	Q8MPT1	WBGene00020589
	O01610	WBGene00020590
	O01614	WBGene00020592
	O01616	WBGene00020593
	Q3S1L2	WBGene00020594
	Q22600	WBGene00020595
	Q1WBU8	WBGene00020596
	A8WFI7	WBGene00020596
	O02048	WBGene00020597
	O02047	WBGene00020598
	O02049	WBGene00020599
P41842		WBGene00020600
P41843		WBGene00020601
P41844		WBGene00020602
P41845		WBGene00020603
P41847		WBGene00020604
P41849		WBGene00020605
	P91475	WBGene00020607
	P91474	WBGene00020608
	A0A131MB53	WBGene00020609
	A0A131MBP8	WBGene00020609
	P91470	WBGene00020611
	P91469	WBGene00020612
	P91468	WBGene00020613
	Q2L6V7	WBGene00020616
	P91464	WBGene00020617
	P91463	WBGene00020618
	P91460	WBGene00020620
	P91473	WBGene00020623
	P91476	WBGene00020624
P91478		WBGene00020625
	P91479	WBGene00020626
	P91481	WBGene00020627
	P91482	WBGene00020628
	P91483	WBGene00020629
	O02169	WBGene00020630
	O02167	WBGene00020631
	O02168	WBGene00020633
	O02171	WBGene00020634
	Q22621	WBGene00020635
Q22619		WBGene00020636
	O44892	WBGene00020637
	O44888	WBGene00020638
	O44889	WBGene00020639
	O44890	WBGene00020640
	O44893	WBGene00020642
	Q22652	WBGene00020645
	G5ECC4	WBGene00020646
	O16786	WBGene00020647
	F8Y417	WBGene00020648
Q965M2		WBGene00020649
	O16783	WBGene00020650
	O16784	WBGene00020651
O01767		WBGene00020652
	O01766	WBGene00020653
	P91484	WBGene00020655
	P91485	WBGene00020656
	H2KYN9	WBGene00020657
	Q2PJ95	WBGene00020657
	A0A1X7RC97	WBGene00020658
	O02064	WBGene00020659
	O02062	WBGene00020660
	O02063	WBGene00020661
	H2KZV5	WBGene00020662
	Q4W525	WBGene00020662
	O16304	WBGene00020663
	A0A0K3AY59	WBGene00020663
	A0A0K3ASW7	WBGene00020663
	O16306	WBGene00020664
	O45195	WBGene00020665
	O45194	WBGene00020666
	O45193	WBGene00020667
	O45191	WBGene00020669
	O45192	WBGene00020670
	Q23042	WBGene00020672
	Q23039	WBGene00020673
	Q23044	WBGene00020674
	O44564	WBGene00020675
	O44561	WBGene00020678
	H2KZW6	WBGene00020678
	A0A1I6CMA1	WBGene00020678
O61199		WBGene00020679
	U4PC51	WBGene00020679
	Q9GZH0	WBGene00020680
Q9GZH3		WBGene00020682
	V6CLC6	WBGene00020682
	V6CIZ1	WBGene00020682
Q9GZH4		WBGene00020683
	Q9GZH6	WBGene00020684
	Q9GZH7	WBGene00020686
Q9GZH2		WBGene00020687
	Q9GZG9	WBGene00020688
	Q9GZG8	WBGene00020689
	V6CLI1	WBGene00020689
